Date,Pascals,Meters,Celsius,X,Y,Z
0:12:35,100590,61,26,328,328,426
0:12:38,100588,61,26,329,328,426
0:12:41,100591,61,26,328,327,426
0:12:44,100586,61,26,329,328,426
0:12:47,100588,61,26,328,328,426
0:12:50,100587,61,26,328,327,426
0:12:53,100588,61,26,328,327,426
0:12:56,100588,61,26,328,328,426
0:12:59,100588,61,26,329,327,426
0:13:2,100588,61,26,328,328,427
0:13:5,100589,61,26,328,327,426
0:13:8,100585,61,26,328,328,426
0:13:11,100589,61,26,328,328,426
0:13:14,100588,61,26,328,327,426
0:13:17,100589,61,26,328,328,427
0:13:20,100586,61,26,328,328,426
0:13:23,100587,61,26,328,328,426
0:13:26,100586,61,26,329,327,426
0:13:29,100585,61,26,328,328,426
0:13:32,100591,61,26,328,327,427
0:13:35,100586,61,26,328,327,426
0:13:38,100586,61,26,329,328,426
0:13:41,100589,61,26,329,327,426
0:13:44,100586,61,26,328,327,426
0:13:47,100586,61,26,329,327,426
0:13:50,100586,61,26,328,327,426
0:13:53,100585,61,26,328,328,426
0:13:56,100583,61,26,328,327,426
0:13:59,100586,61,26,328,328,427
0:14:2,100586,61,26,328,328,426
0:14:5,100584,61,26,328,327,426
0:14:8,100589,61,26,329,327,427
0:14:11,100585,61,26,328,327,426
0:14:14,100587,61,26,328,327,427
0:14:17,100586,61,26,328,327,426
0:14:20,100589,61,26,329,327,427
0:14:23,100588,61,26,328,327,426
0:14:26,100588,61,26,328,327,426
0:14:29,100584,61,26,328,328,426
0:14:32,100586,61,26,328,327,426
0:14:35,100585,61,26,328,328,427
0:14:38,100585,61,26,328,327,426
0:14:41,100584,61,26,329,327,426
0:14:44,100583,62,26,328,327,427
0:14:47,100588,61,26,328,327,426
0:14:50,100585,61,26,329,327,426
0:14:53,100587,61,26,328,327,427
0:14:56,100585,61,26,329,328,426
0:14:58,100585,61,26,329,327,426
0:15:1,100584,61,26,329,327,427
0:15:4,100584,61,26,328,328,426
0:15:7,100585,61,26,328,328,426
0:15:10,100585,61,26,328,327,426
0:15:13,100586,61,26,328,328,426
0:15:16,100586,61,26,328,328,426
0:15:19,100590,61,26,328,328,426
0:15:22,100588,61,26,328,327,426
0:15:25,100585,61,26,328,327,426
0:15:28,100586,61,26,328,327,426
0:15:31,100586,61,26,328,328,427
0:15:34,100589,61,26,328,327,426
0:15:37,100587,61,26,328,327,426
0:15:40,100586,61,26,328,327,426
0:15:43,100586,61,26,329,327,426
0:15:46,100585,61,26,329,328,427
0:15:49,100586,61,26,328,327,426
0:15:52,100588,61,26,328,327,426
0:15:55,100589,61,26,328,328,427
0:15:58,100589,61,26,328,328,426
0:16:1,100588,61,26,329,327,427
0:16:4,100584,61,26,328,327,426
0:16:7,100583,61,26,328,327,426
0:16:10,100587,61,26,328,327,426
0:16:13,100586,61,26,328,327,426
0:16:16,100588,61,26,329,328,426
0:16:19,100588,61,26,329,327,427
0:16:22,100585,61,26,328,327,426
0:16:25,100588,61,26,328,328,426
0:16:28,100590,61,26,329,328,427
0:16:31,100583,61,26,328,328,426
0:16:34,100588,62,26,328,327,426
0:16:37,100586,62,26,328,327,426
0:16:40,100587,61,26,328,327,426
0:16:43,100586,62,26,328,327,426
0:16:46,100585,61,26,328,327,426
0:16:49,100586,61,26,328,327,427
0:16:52,100585,61,26,328,327,426
0:16:55,100584,61,26,328,328,427
0:16:58,100588,61,26,328,327,426
0:17:1,100585,61,26,328,327,426
0:17:4,100587,61,26,328,328,426
0:17:7,100589,61,26,328,328,427
0:17:10,100583,61,26,328,328,426
0:17:13,100583,61,26,328,328,426
0:17:16,100587,61,26,328,328,426
0:17:19,100586,61,26,328,327,426
0:17:22,100588,61,26,328,328,427
0:17:25,100586,61,26,329,328,426
0:17:28,100587,61,26,328,327,426
0:17:30,100588,61,26,328,328,426
0:17:33,100585,62,26,328,327,426
0:17:36,100589,61,26,329,327,426
0:17:39,100586,61,26,328,327,427
0:17:42,100585,61,26,328,327,426
0:17:45,100588,61,26,328,327,427
0:17:48,100585,61,26,328,327,426
0:17:51,100587,61,26,328,327,426
0:17:54,100585,61,26,328,327,426
0:17:57,100585,61,26,328,328,426
0:18:0,100587,61,26,328,327,426
0:18:3,100587,61,26,328,328,426
0:18:6,100587,61,26,328,327,426
0:18:9,100586,61,26,328,327,426
0:18:12,100586,61,26,328,327,426
0:18:15,100586,61,26,328,327,426
0:18:18,100588,61,26,328,328,426
0:18:21,100588,61,26,328,327,426
0:18:24,100587,61,26,328,328,426
0:18:27,100587,61,26,329,327,427
0:18:30,100588,61,26,328,327,427
0:18:33,100589,61,26,328,327,427
0:18:36,100586,61,26,328,327,426
0:18:39,100587,61,26,328,327,426
0:18:42,100588,61,26,328,327,426
0:18:45,100586,61,26,328,327,426
0:18:48,100587,61,26,329,327,427
0:18:51,100588,61,26,328,327,426
0:18:54,100589,61,26,328,328,426
0:18:57,100584,61,26,328,328,426
0:19:0,100588,61,26,328,327,426
0:19:3,100587,61,26,328,328,427
0:19:6,100588,61,26,328,327,426
0:19:9,100589,61,26,328,327,427
0:19:12,100587,61,26,328,328,426
0:19:15,100583,61,26,328,327,426
0:19:18,100583,61,26,329,328,426
0:19:21,100587,61,26,328,328,426
0:19:24,100588,61,26,328,327,427
0:19:27,100587,61,26,328,327,426
0:19:30,100587,61,26,328,327,427
0:19:33,100588,61,26,328,327,427
0:19:36,100588,61,26,328,327,426
0:19:39,100585,61,26,328,328,426
0:19:42,100586,61,26,328,328,427
0:19:45,100588,61,26,328,327,426
0:19:48,100586,61,26,328,328,427
0:19:51,100587,61,26,328,327,427
0:19:54,100590,61,26,328,327,427
0:19:57,100589,61,26,328,327,426
0:20:0,100586,61,26,328,327,426
0:20:2,100591,62,26,329,328,426
0:20:5,100586,61,26,328,327,426
0:20:8,100587,61,26,328,327,427
0:20:11,100589,61,26,328,328,426
0:20:14,100588,61,26,328,327,426
0:20:17,100587,61,26,328,327,426
0:20:20,100587,61,26,328,328,426
0:20:23,100591,61,26,328,328,427
0:20:26,100588,61,26,329,327,427
0:20:29,100590,61,26,328,327,426
0:20:32,100589,61,26,328,327,427
0:20:35,100589,61,26,328,327,426
0:20:38,100590,61,26,328,327,427
0:20:41,100592,61,26,329,327,427
0:20:44,100590,61,26,328,328,426
0:20:47,100592,61,26,328,328,427
0:20:50,100590,61,26,328,328,427
0:20:53,100589,61,26,328,328,426
0:20:56,100591,61,26,328,327,426
0:20:59,100590,61,26,328,327,426
0:21:2,100593,61,26,328,328,427
0:21:5,100589,61,26,329,327,426
0:21:8,100590,61,26,329,327,426
0:21:11,100592,61,26,328,327,426
0:21:14,100590,61,26,328,327,426
0:21:17,100591,61,26,328,328,427
0:21:20,100587,61,26,328,328,426
0:21:23,100592,61,26,328,328,426
0:21:26,100590,61,26,329,328,426
0:21:29,100589,61,26,328,327,426
0:21:32,100589,61,26,328,328,427
0:21:35,100589,61,26,328,327,426
0:21:38,100590,61,26,328,328,426
0:21:41,100589,61,26,328,327,426
0:21:44,100592,61,26,328,327,426
0:21:47,100588,61,26,329,327,426
0:21:50,100590,61,26,328,327,426
0:21:53,100589,61,26,328,328,426
0:21:56,100589,61,26,329,328,426
0:21:59,100591,61,26,328,327,426
0:22:2,100591,61,26,329,328,426
0:22:5,100590,61,26,328,327,427
0:22:8,100591,61,26,328,328,426
0:22:11,100591,61,26,329,328,427
0:22:14,100589,61,26,328,327,426
0:22:17,100588,61,26,328,327,427
0:22:20,100589,61,26,328,328,426
0:22:23,100590,61,26,328,327,426
0:22:26,100588,61,26,328,328,426
0:22:29,100591,61,26,328,327,426
0:22:32,100589,61,26,329,327,426
0:22:34,100593,61,26,328,327,426
0:22:37,100590,61,26,328,327,426
0:22:40,100589,61,26,328,328,427
0:22:43,100592,61,26,328,327,426
0:22:46,100589,61,26,328,328,427
0:22:49,100592,61,26,328,327,426
0:22:52,100586,61,26,328,328,426
0:22:55,100591,61,26,328,327,426
0:22:58,100592,61,26,328,328,426
0:23:1,100590,61,26,328,328,426
0:23:4,100589,61,26,329,328,427
0:23:7,100592,61,26,328,328,426
0:23:10,100593,61,26,328,327,426
0:23:13,100593,61,26,328,327,426
0:23:16,100590,61,26,328,327,426
0:23:19,100591,61,26,328,327,427
0:23:22,100590,61,26,328,328,426
0:23:25,100588,61,26,328,327,426
0:23:28,100589,61,26,328,327,426
0:23:31,100589,61,26,328,327,426
0:23:34,100592,61,26,328,327,426
0:23:37,100587,61,26,328,327,426
0:23:40,100592,61,26,328,328,426
0:23:43,100590,61,26,328,327,426
0:23:46,100592,61,26,328,327,426
0:23:49,100589,61,26,328,327,426
0:23:52,100588,61,26,328,327,427
0:23:55,100591,61,26,328,327,426
0:23:58,100588,61,26,328,327,426
0:24:1,100589,61,26,329,327,426
0:24:4,100590,61,26,328,328,427
0:24:7,100592,61,26,328,327,426
0:24:10,100591,61,26,328,327,426
0:24:13,100590,61,26,328,328,426
0:24:16,100591,61,26,329,327,427
0:24:19,100590,61,26,328,327,426
0:24:22,100589,61,26,328,328,426
0:24:25,100590,61,26,328,327,426
0:24:28,100592,61,26,328,328,426
0:24:31,100591,61,26,329,328,426
0:24:34,100591,61,26,328,327,426
0:24:37,100593,61,26,328,327,426
0:24:40,100589,61,26,328,328,426
0:24:43,100594,61,26,328,327,426
0:24:46,100592,61,26,328,327,426
0:24:49,100589,61,26,328,327,427
0:24:52,100592,60,26,329,328,426
0:24:55,100590,61,26,328,328,427
0:24:58,100590,61,26,328,328,427
0:25:1,100593,61,26,328,328,426
0:25:3,100592,61,26,328,327,426
0:25:6,100591,61,26,328,327,426
0:25:9,100591,61,26,328,327,426
0:25:12,100592,61,26,329,327,426
0:25:15,100593,61,26,328,327,426
0:25:18,100593,61,26,328,327,426
0:25:21,100597,61,26,329,328,426
0:25:24,100592,61,26,328,327,426
0:25:27,100591,61,26,328,328,427
0:25:30,100593,61,26,328,327,426
0:25:33,100592,61,26,328,327,426
0:25:36,100590,61,26,329,327,427
0:25:39,100594,61,26,328,328,426
0:25:42,100589,61,26,328,327,426
0:25:45,100592,61,26,328,327,426
0:25:48,100590,61,26,328,327,426
0:25:51,100593,61,26,328,327,426
0:25:54,100590,61,26,328,328,427
0:25:57,100591,61,26,328,327,426
0:26:0,100592,61,26,328,328,427
0:26:3,100592,61,26,328,328,426
0:26:6,100589,61,26,329,328,427
0:26:9,100593,61,26,328,327,426
0:26:12,100592,61,26,328,328,426
0:26:15,100593,61,26,328,328,427
0:26:18,100593,61,26,328,327,426
0:26:21,100594,61,26,328,328,426
0:26:24,100593,61,26,328,327,426
0:26:27,100591,61,26,328,328,426
0:26:30,100590,61,26,328,327,426
0:26:33,100593,61,26,328,327,427
0:26:36,100592,61,26,328,328,426
0:26:39,100592,61,26,328,327,426
0:26:42,100594,61,26,328,327,426
0:26:45,100593,61,26,328,328,426
0:26:48,100592,61,26,328,327,426
0:26:51,100591,61,26,328,327,426
0:26:54,100589,61,26,328,328,426
0:26:57,100588,61,26,328,328,426
0:27:0,100595,61,26,328,328,426
0:27:3,100591,61,26,328,327,427
0:27:6,100590,61,26,328,327,426
0:27:9,100593,61,26,328,328,426
0:27:12,100593,61,26,328,327,427
0:27:15,100592,61,26,328,328,426
0:27:18,100590,61,26,328,327,426
0:27:21,100592,61,26,329,327,426
0:27:24,100592,61,26,328,327,427
0:27:27,100593,61,26,329,327,426
0:27:30,100592,61,26,328,328,426
0:27:33,100593,61,26,328,328,426
0:27:35,100591,61,26,328,327,426
0:27:38,100592,61,26,328,327,426
0:27:41,100595,61,26,328,327,426
0:27:44,100591,61,26,328,328,426
0:27:47,100592,61,26,328,327,427
0:27:50,100589,61,26,328,327,427
0:27:53,100591,61,26,328,328,426
0:27:56,100592,61,26,328,327,426
0:27:59,100593,61,26,328,327,426
0:28:2,100592,61,26,328,327,427
0:28:5,100591,61,26,328,328,426
0:28:8,100595,61,26,328,328,426
0:28:11,100592,61,26,328,328,426
0:28:14,100592,61,26,329,327,426
0:28:17,100590,61,26,328,328,426
0:28:20,100595,61,26,328,328,426
0:28:23,100593,61,26,328,327,426
0:28:26,100593,61,26,328,327,426
0:28:29,100592,61,26,328,328,426
0:28:32,100591,61,26,328,327,426
0:28:35,100590,61,26,328,327,427
0:28:38,100591,61,26,329,328,426
0:28:41,100593,61,26,329,327,426
0:28:44,100592,61,26,329,327,427
0:28:47,100592,61,26,328,327,426
0:28:50,100590,61,26,328,327,426
0:28:53,100587,60,26,328,327,426
0:28:56,100590,61,26,328,327,426
0:28:59,100588,61,26,328,327,427
0:29:2,100588,61,26,328,328,426
0:29:5,100592,61,26,328,328,426
0:29:8,100592,61,26,328,328,426
0:29:11,100586,61,26,328,327,426
0:29:14,100592,61,26,328,328,426
0:29:17,100588,61,26,328,328,426
0:29:20,100591,61,26,328,327,426
0:29:23,100591,61,26,328,327,427
0:29:26,100590,61,26,329,328,427
0:29:29,100591,61,26,328,327,426
0:29:32,100589,61,26,328,327,426
0:29:35,100591,61,26,328,327,426
0:29:38,100593,61,26,328,327,426
0:29:41,100591,61,26,328,328,426
0:29:44,100589,61,26,328,327,426
0:29:47,100593,61,26,328,327,426
0:29:50,100589,61,26,328,327,426
0:29:53,100589,61,26,328,327,426
0:29:56,100590,61,26,328,328,426
0:29:59,100591,61,26,328,328,426
0:30:2,100592,61,26,328,327,426
0:30:5,100586,61,26,329,327,427
0:30:7,100589,61,26,328,328,426
0:30:10,100590,61,26,328,327,426
0:30:13,100591,61,26,328,328,426
0:30:16,100590,61,26,328,327,426
0:30:19,100592,61,26,328,328,427
0:30:22,100591,61,26,328,328,426
0:30:25,100588,61,26,328,327,426
0:30:28,100590,61,26,328,328,426
0:30:31,100590,61,26,328,327,426
0:30:34,100587,61,26,328,327,426
0:30:37,100587,61,26,328,327,426
0:30:40,100589,61,26,328,328,426
0:30:43,100590,61,26,328,327,426
0:30:46,100592,61,26,329,327,426
0:30:49,100588,61,26,328,327,426
0:30:52,100593,61,26,328,327,426
0:30:55,100594,61,26,329,328,426
0:30:58,100586,61,26,329,327,426
0:31:1,100591,61,26,328,327,426
0:31:4,100589,61,26,329,327,426
0:31:7,100591,61,26,328,327,426
0:31:10,100590,61,26,328,327,426
0:31:13,100590,61,26,328,328,426
0:31:16,100592,61,26,328,327,426
0:31:19,100591,61,26,329,328,427
0:31:22,100589,61,26,328,327,426
0:31:25,100589,61,26,328,327,426
0:31:28,100588,61,26,329,327,426
0:31:31,100591,61,26,328,327,427
0:31:34,100593,61,26,329,327,426
0:31:37,100589,61,26,328,327,426
0:31:40,100590,61,26,328,327,426
0:31:43,100590,61,26,328,327,426
0:31:46,100591,61,26,329,328,426
0:31:49,100589,61,26,328,327,426
0:31:52,100588,61,26,329,328,427
0:31:55,100585,61,26,328,327,427
0:31:58,100589,61,26,328,327,426
0:32:1,100590,61,26,328,328,427
0:32:4,100589,61,26,328,327,426
0:32:7,100590,61,26,328,327,426
0:32:10,100590,61,26,328,327,426
0:32:13,100591,61,26,328,328,426
0:32:16,100590,61,26,329,328,426
0:32:19,100589,61,26,328,327,426
0:32:22,100586,61,26,328,328,426
0:32:25,100590,61,26,329,327,427
0:32:28,100591,61,26,328,327,427
0:32:31,100590,61,26,328,327,426
0:32:34,100585,61,26,328,327,426
0:32:36,100587,61,26,328,327,426
0:32:39,100590,61,26,329,327,426
0:32:42,100591,61,26,328,327,426
0:32:45,100588,61,26,328,327,426
0:32:48,100593,61,26,329,327,426
0:32:51,100588,61,26,328,328,426
0:32:54,100590,61,26,328,327,426
0:32:57,100590,61,26,328,327,426
0:33:0,100589,61,26,329,327,426
0:33:3,100590,61,26,329,328,426
0:33:6,100591,61,26,328,327,426
0:33:9,100590,61,26,328,327,427
0:33:12,100591,61,26,328,328,426
0:33:15,100593,61,26,328,327,426
0:33:18,100589,61,26,328,327,426
0:33:21,100593,61,26,328,327,427
0:33:24,100586,61,26,328,327,426
0:33:27,100591,61,26,328,327,426
0:33:30,100586,61,26,329,327,426
0:33:33,100588,61,26,328,327,426
0:33:36,100591,61,26,328,327,426
0:33:39,100590,61,26,328,328,426
0:33:42,100590,61,26,328,327,426
0:33:45,100588,61,26,328,327,426
0:33:48,100590,61,26,328,328,426
0:33:51,100588,61,26,328,327,426
0:33:54,100589,61,26,328,327,426
0:33:57,100589,61,26,328,328,426
0:34:0,100591,61,26,328,327,426
0:34:3,100593,61,26,328,327,427
0:34:6,100590,61,26,329,327,427
0:34:9,100590,61,26,328,327,426
0:34:12,100587,61,26,329,327,427
0:34:15,100590,61,26,328,328,426
0:34:18,100588,61,26,328,327,427
0:34:21,100588,61,26,328,327,426
0:34:24,100590,61,26,328,327,426
0:34:27,100591,61,26,328,327,426
0:34:30,100592,61,26,329,327,427
0:34:33,100587,61,26,328,327,426
0:34:36,100587,61,26,328,327,427
0:34:39,100590,61,26,329,327,426
0:34:42,100590,61,26,328,327,426
0:34:45,100588,61,26,328,327,426
0:34:48,100586,61,26,328,328,426
0:34:51,100589,61,26,328,327,426
0:34:54,100587,61,26,328,328,426
0:34:57,100590,61,26,329,328,426
0:35:0,100589,61,26,328,327,426
0:35:3,100590,61,26,329,327,426
0:35:6,100590,61,26,329,328,426
0:35:8,100585,61,26,328,327,426
0:35:11,100585,61,26,328,327,426
0:35:14,100585,61,26,328,327,426
0:35:17,100588,61,26,328,327,426
0:35:20,100586,61,26,328,327,427
0:35:23,100588,61,26,328,327,426
0:35:26,100586,61,26,328,327,426
0:35:29,100589,61,26,328,327,426
0:35:32,100587,61,26,328,327,426
0:35:35,100588,61,26,328,327,426
0:35:38,100590,61,26,328,327,426
0:35:41,100590,61,26,328,327,426
0:35:44,100587,61,26,328,327,427
0:35:47,100586,61,26,328,327,426
0:35:50,100587,61,26,328,327,426
0:35:53,100588,61,26,328,327,427
0:35:56,100591,61,26,328,327,426
0:35:59,100592,61,26,328,328,426
0:36:2,100587,61,26,328,328,426
0:36:5,100591,61,26,328,327,427
0:36:8,100590,61,26,328,327,426
0:36:11,100589,61,26,328,328,426
0:36:14,100587,61,26,329,327,426
0:36:17,100587,61,26,328,327,426
0:36:20,100590,61,26,328,327,426
0:36:23,100591,61,26,328,327,426
0:36:26,100587,61,26,329,327,426
0:36:29,100589,61,26,328,328,426
0:36:32,100590,61,26,328,328,426
0:36:35,100587,61,26,328,327,426
0:36:38,100591,61,26,328,327,426
0:36:41,100588,61,26,328,327,426
0:36:44,100585,61,26,329,327,426
0:36:47,100589,61,26,329,328,427
0:36:50,100587,61,26,328,327,426
0:36:53,100587,61,26,329,328,426
0:36:56,100591,61,26,328,327,426
0:36:59,100588,61,26,328,328,426
0:37:2,100585,61,26,328,327,427
0:37:5,100585,61,26,328,327,426
0:37:8,100588,61,26,328,328,426
0:37:11,100587,61,26,329,327,427
0:37:14,100589,61,26,328,328,426
0:37:17,100589,61,26,328,327,426
0:37:20,100584,61,26,328,327,426
0:37:23,100587,61,26,328,327,426
0:37:26,100590,61,26,329,328,426
0:37:29,100590,61,26,328,327,426
0:37:32,100586,61,26,328,328,426
0:37:35,100592,61,26,328,327,426
0:37:38,100592,61,26,328,327,426
0:37:40,100593,61,26,328,327,427
0:37:43,100588,61,26,329,327,426
0:37:46,100588,61,26,328,327,426
0:37:49,100586,61,26,328,328,427
0:37:52,100586,61,26,328,327,426
0:37:55,100587,61,26,328,328,426
0:37:58,100586,61,26,328,327,426
0:38:1,100591,61,26,329,328,427
0:38:4,100587,61,26,328,327,426
0:38:7,100585,61,26,328,327,427
0:38:10,100588,61,26,328,328,426
0:38:13,100589,61,26,328,327,426
0:38:16,100589,61,26,328,327,426
0:38:19,100591,61,26,328,328,426
0:38:22,100589,61,26,328,328,426
0:38:25,100590,61,26,328,327,427
0:38:28,100588,61,26,329,327,427
0:38:31,100590,61,26,328,327,427
0:38:34,100588,61,26,328,327,426
0:38:37,100587,61,26,328,327,426
0:38:40,100589,61,26,328,328,426
0:38:43,100587,62,26,329,327,426
0:38:46,100589,61,26,328,327,426
0:38:49,100592,61,26,328,327,426
0:38:52,100586,61,26,328,327,426
0:38:55,100588,61,26,329,328,426
0:38:58,100588,61,26,328,327,426
0:39:1,100590,61,26,328,328,426
0:39:4,100587,61,26,328,327,427
0:39:7,100585,61,26,328,327,426
0:39:10,100588,61,26,328,327,426
0:39:13,100589,61,26,328,327,426
0:39:16,100590,61,26,328,328,426
0:39:19,100590,61,26,328,327,426
0:39:22,100585,61,26,328,327,426
0:39:25,100589,61,26,328,327,426
0:39:28,100587,61,26,328,328,426
0:39:31,100589,61,26,329,328,426
0:39:34,100588,61,26,328,327,427
0:39:37,100592,61,26,329,327,426
0:39:40,100589,61,26,328,327,426
0:39:43,100590,61,26,328,327,426
0:39:46,100587,61,26,328,327,426
0:39:49,100587,61,26,328,327,426
0:39:52,100587,61,26,328,327,426
0:39:55,100587,61,26,328,327,426
0:39:58,100584,61,26,328,327,427
0:40:1,100587,61,26,328,327,426
0:40:4,100588,61,26,329,327,427
0:40:7,100590,61,26,328,327,426
0:40:9,100591,61,26,328,327,426
0:40:12,100584,61,26,328,327,426
0:40:15,100588,61,26,328,328,426
0:40:18,100588,61,26,328,327,426
0:40:21,100589,61,26,328,327,427
0:40:24,100589,61,26,329,327,426
0:40:27,100588,61,26,328,328,427
0:40:30,100588,61,26,328,328,426
0:40:33,100585,61,26,328,327,426
0:40:36,100585,61,26,328,327,426
0:40:39,100586,61,26,328,328,426
0:40:42,100588,61,26,328,327,426
0:40:45,100585,61,26,329,328,426
0:40:48,100587,61,26,328,327,426
0:40:51,100587,61,26,328,327,427
0:40:54,100586,61,26,328,327,427
0:40:57,100588,61,26,328,327,426
0:41:0,100588,62,26,329,327,426
0:41:3,100587,61,26,328,328,426
0:41:6,100585,61,26,329,328,427
0:41:9,100584,61,26,328,328,426
0:41:12,100587,61,26,328,328,426
0:41:15,100588,61,26,328,327,426
0:41:18,100584,61,26,328,328,426
0:41:21,100587,61,26,329,327,426
0:41:24,100588,61,26,328,327,426
0:41:27,100586,61,26,328,327,427
0:41:30,100586,61,26,328,327,426
0:41:33,100586,61,26,328,327,427
0:41:36,100587,61,26,328,328,427
0:41:39,100588,61,26,328,327,426
0:41:42,100587,61,26,328,328,426
0:41:45,100588,61,26,329,327,426
0:41:48,100586,61,26,328,328,426
0:41:51,100587,61,26,328,327,426
0:41:54,100589,61,26,328,327,426
0:41:57,100586,61,26,328,328,426
0:42:0,100586,61,26,328,327,426
0:42:3,100586,61,26,328,327,426
0:42:6,100582,61,26,328,327,426
0:42:9,100586,61,26,328,328,427
0:42:12,100589,61,26,328,328,426
0:42:15,100586,61,26,329,328,426
0:42:18,100584,62,26,328,327,426
0:42:21,100583,61,26,328,327,426
0:42:24,100590,61,26,328,327,426
0:42:27,100584,61,26,328,327,426
0:42:30,100586,62,26,328,328,427
0:42:33,100584,61,26,328,327,426
0:42:36,100587,61,26,328,327,426
0:42:39,100584,61,26,328,327,426
0:42:41,100588,61,26,328,328,426
0:42:44,100584,61,26,328,327,426
0:42:47,100587,61,26,328,327,426
0:42:50,100587,61,26,329,327,426
0:42:53,100585,61,26,328,327,426
0:42:56,100587,61,26,329,327,426
0:42:59,100585,61,26,328,328,426
0:43:2,100587,62,26,328,327,426
0:43:5,100585,61,26,328,327,427
0:43:8,100583,62,26,328,328,427
0:43:11,100586,61,26,328,327,426
0:43:14,100586,61,26,328,327,426
0:43:17,100583,61,26,328,327,426
0:43:20,100586,61,26,329,327,426
0:43:23,100586,61,26,328,327,426
0:43:26,100585,62,26,328,327,426
0:43:29,100586,61,26,328,327,426
0:43:32,100581,61,26,328,327,426
0:43:35,100583,62,26,328,327,426
0:43:38,100587,61,26,328,327,427
0:43:41,100583,61,26,328,327,426
0:43:44,100585,62,26,328,327,426
0:43:47,100584,61,26,328,327,426
0:43:50,100586,62,26,328,327,426
0:43:53,100584,62,26,328,327,426
0:43:56,100584,61,26,328,327,426
0:43:59,100582,62,26,328,327,426
0:44:2,100583,61,26,328,327,426
0:44:5,100583,61,26,328,328,426
0:44:8,100581,61,26,328,327,427
0:44:11,100578,61,26,329,328,427
0:44:14,100580,62,26,328,327,426
0:44:17,100584,62,26,328,327,426
0:44:20,100583,61,26,328,327,426
0:44:23,100583,61,26,328,327,427
0:44:26,100582,62,26,328,328,427
0:44:29,100582,61,26,329,328,426
0:44:32,100583,62,26,328,328,427
0:44:35,100583,61,26,329,328,426
0:44:38,100582,62,26,328,328,426
0:44:41,100582,62,26,328,328,426
0:44:44,100584,62,26,329,327,426
0:44:47,100579,62,26,328,327,426
0:44:50,100582,62,26,329,327,427
0:44:53,100584,61,26,328,327,426
0:44:56,100583,62,26,328,327,426
0:44:59,100582,61,26,328,327,426
0:45:2,100584,62,26,328,327,426
0:45:5,100581,62,26,328,328,426
0:45:8,100581,61,26,328,327,426
0:45:11,100583,62,26,328,327,426
0:45:13,100583,62,26,328,328,427
0:45:16,100583,62,26,328,327,426
0:45:19,100585,61,26,328,328,426
0:45:22,100582,62,26,328,327,426
0:45:25,100580,61,26,328,327,426
0:45:28,100583,62,26,329,327,426
0:45:31,100581,62,26,328,327,426
0:45:34,100582,62,26,328,327,426
0:45:37,100582,62,26,328,328,427
0:45:40,100581,62,26,328,327,426
0:45:43,100581,62,26,329,328,426
0:45:46,100582,62,26,328,327,426
0:45:49,100583,62,26,329,327,426
0:45:52,100581,62,26,328,327,427
0:45:55,100580,62,26,328,327,426
0:45:58,100582,62,26,329,327,426
0:46:1,100584,62,26,328,327,426
0:46:4,100581,62,26,329,328,426
0:46:7,100579,62,26,328,327,426
0:46:10,100579,62,26,329,327,426
0:46:13,100584,62,26,328,328,426
0:46:16,100583,61,26,328,328,426
0:46:19,100581,62,26,328,327,426
0:46:22,100584,62,26,328,327,427
0:46:25,100581,62,26,328,327,426
0:46:28,100581,62,26,328,328,427
0:46:31,100580,62,26,328,327,426
0:46:34,100582,61,26,328,327,426
0:46:37,100581,62,26,328,327,426
0:46:40,100582,62,26,328,327,427
0:46:43,100582,62,26,328,327,426
0:46:46,100584,62,26,328,328,426
0:46:49,100581,61,26,328,327,426
0:46:52,100581,62,26,328,327,426
0:46:55,100580,62,26,328,327,426
0:46:58,100581,62,26,328,327,426
0:47:1,100583,62,26,328,327,426
0:47:4,100580,61,26,328,327,426
0:47:7,100581,62,26,328,328,427
0:47:10,100580,62,26,328,327,426
0:47:13,100582,62,26,328,327,427
0:47:16,100582,62,26,328,327,426
0:47:19,100582,62,26,329,328,426
0:47:22,100581,61,26,328,328,426
0:47:25,100582,62,26,328,328,426
0:47:28,100584,62,26,329,327,426
0:47:31,100581,62,26,328,328,426
0:47:34,100579,62,26,328,327,426
0:47:37,100579,62,26,328,327,426
0:47:40,100578,62,26,328,327,426
0:47:42,100582,62,26,328,327,427
0:47:45,100581,62,26,328,327,426
0:47:48,100581,62,26,328,328,426
0:47:51,100580,62,26,328,328,426
0:47:54,100582,62,26,328,327,427
0:47:57,100585,62,26,328,327,427
0:48:0,100580,62,26,328,327,426
0:48:3,100582,62,26,329,327,427
0:48:6,100581,62,26,328,328,426
0:48:9,100577,62,26,329,327,427
0:48:12,100581,62,26,328,327,426
0:48:15,100576,62,26,328,327,426
0:48:18,100581,62,26,328,327,426
0:48:21,100578,62,26,328,327,426
0:48:24,100578,62,26,328,328,427
0:48:27,100577,62,26,328,327,426
0:48:30,100578,62,26,329,327,427
0:48:33,100580,62,26,328,327,426
0:48:36,100577,62,26,328,327,426
0:48:39,100580,62,26,328,327,427
0:48:42,100578,62,26,328,327,426
0:48:45,100580,62,26,328,327,426
0:48:48,100580,62,26,328,327,427
0:48:51,100580,62,26,328,327,426
0:48:54,100578,62,26,328,328,426
0:48:57,100581,62,26,328,328,427
0:49:0,100580,62,26,329,328,426
0:49:3,100579,62,26,328,327,426
